employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,Key
84.0,81.5,3091.0,3000.0,3140.0,3000.0,3000.0,3300.0,1275
85.7,79.6,3160.0,3150.0,3203.0,3200.0,2950.0,3400.0,1276
82.5,78.9,2989.0,3000.0,3096.0,3000.0,2800.0,3300.0,1277
91.6,89.5,3125.0,3000.0,3226.0,3100.0,3000.0,3500.0,1278
95.6,93.3,3050.0,3000.0,3111.0,3000.0,2850.0,3200.0,1279
81.6,61.4,2639.0,2500.0,2638.0,2500.0,2300.0,2900.0,1280
85.1,80.5,2818.0,2800.0,2924.0,3000.0,2600.0,3300.0,1281
89.4,79.6,2893.0,2930.0,2956.0,3000.0,2700.0,3250.0,1282
89.9,83.5,3085.0,3000.0,3148.0,3000.0,2800.0,3545.0,1283
82.7,67.3,3087.0,3000.0,3179.0,3100.0,2800.0,3400.0,1284
90.6,81.3,2691.0,2600.0,2725.0,2625.0,2475.0,3018.0,1285
82.4,71.8,3007.0,3000.0,3061.0,3000.0,2750.0,3255.0,1286
74.4,55.8,2980.0,3000.0,3082.0,3100.0,2800.0,3310.0,1287
,,,,,,,,1288
90.7,88.4,2840.0,2800.0,2883.0,2807.0,2700.0,3000.0,1289
78.6,68.1,2881.0,2900.0,3002.0,3000.0,2700.0,3250.0,1290
79.8,68.9,2993.0,3000.0,3083.0,3100.0,2800.0,3400.0,1291
,,,,,,,,1292
86.0,83.7,3169.0,3000.0,3262.0,3000.0,2750.0,3500.0,1293
80.8,69.2,3164.0,3000.0,3208.0,3300.0,2900.0,3400.0,1294
68.2,59.1,2968.0,3000.0,2985.0,3000.0,2700.0,3400.0,1295
100.0,100.0,3377.0,3400.0,3478.0,3498.0,3300.0,3800.0,1296
100.0,100.0,3413.0,3426.0,3506.0,3498.0,3400.0,3575.0,1297
84.8,70.1,2741.0,2730.0,2888.0,2800.0,2500.0,3080.0,1298
86.6,74.6,3057.0,3200.0,3154.0,3200.0,2800.0,3500.0,1299
88.1,76.8,3098.0,3100.0,3210.0,3200.0,2800.0,3500.0,1300
88.7,81.7,2960.0,2868.0,3062.0,3000.0,2700.0,3370.0,1301
94.6,90.3,3404.0,3050.0,3512.0,3200.0,2800.0,3800.0,1302
93.3,88.9,2740.0,2700.0,2922.0,2700.0,2700.0,3018.0,1303
97.2,94.4,3065.0,2800.0,3143.0,2800.0,2700.0,3200.0,1304
88.9,77.8,3350.0,3000.0,3377.0,3050.0,2825.0,3425.0,1305
,,,,,,,,1306
,,,,,,,,1307
92.4,83.3,3933.0,3400.0,3953.0,3425.0,3000.0,4000.0,1308
88.9,83.3,3277.0,3050.0,3320.0,3080.0,2800.0,3553.0,1309
84.6,82.7,3715.0,3700.0,3911.0,3770.0,3300.0,4070.0,1310
89.2,83.9,3266.0,3000.0,3322.0,3005.0,3000.0,3800.0,1311
100.0,100.0,4106.0,4000.0,4106.0,4000.0,4000.0,4400.0,1312
,,,,,,,,1313
82.1,53.6,3007.0,2650.0,3023.0,2650.0,2400.0,3000.0,1314
96.8,96.8,2961.0,2980.0,3025.0,3000.0,2800.0,3200.0,1315
89.2,89.2,2839.0,2800.0,2988.0,2900.0,2600.0,3179.0,1316
74.0,60.0,2823.0,3000.0,3068.0,3000.0,2720.0,3250.0,1317
93.2,90.0,3245.0,3000.0,3359.0,3175.0,3000.0,3644.0,1318
96.1,94.1,3140.0,3000.0,3154.0,3050.0,3000.0,3300.0,1319
88.9,85.6,3592.0,3200.0,3653.0,3200.0,3000.0,3970.0,1320
88.5,88.0,3286.0,3100.0,3334.0,3200.0,3000.0,3600.0,1321
86.2,75.9,2940.0,3000.0,2960.0,3000.0,2800.0,3150.0,1322
93.8,87.5,3153.0,3100.0,3208.0,3110.0,3000.0,3500.0,1323
93.9,92.4,3330.0,3200.0,3397.0,3200.0,3000.0,3800.0,1324
90.9,87.9,3036.0,3000.0,3169.0,3000.0,3000.0,3260.0,1325
89.1,87.2,3155.0,3000.0,3319.0,3225.0,3000.0,3500.0,1326
98.8,98.2,4922.0,4800.0,5099.0,5000.0,4500.0,5800.0,1327
100.0,100.0,4406.0,4500.0,4741.0,4500.0,4500.0,5200.0,1328
97.5,97.5,2687.0,2750.0,2886.0,2950.0,2700.0,3050.0,1329
100.0,100.0,2896.0,3000.0,3042.0,3025.0,3000.0,3200.0,1330
,,,,,,,,1331
,,,,,,,,1332
97.3,97.3,2850.0,2750.0,2925.0,2900.0,2600.0,3255.0,1333
80.9,65.1,2726.0,2700.0,2804.0,2800.0,2600.0,3000.0,1334
83.6,74.0,3101.0,3000.0,3217.0,3100.0,2868.0,3500.0,1335
,,,,,,,,1336
96.4,96.4,3473.0,3500.0,3540.0,3500.0,3350.0,3750.0,1337
94.2,93.2,3231.0,2800.0,3342.0,2825.0,2700.0,3430.0,1338
95.2,95.2,3580.0,2900.0,3634.0,3000.0,2700.0,3750.0,1339
93.2,87.3,3344.0,3000.0,3520.0,3200.0,2800.0,3750.0,1340
95.9,93.8,3825.0,3500.0,3975.0,3580.0,3000.0,4100.0,1341
90.6,88.6,3389.0,3200.0,3513.0,3339.0,3000.0,3800.0,1342
94.0,94.0,3731.0,3500.0,3820.0,3600.0,3250.0,4000.0,1343
93.6,89.5,3389.0,3300.0,3468.0,3300.0,3000.0,3800.0,1344
100.0,90.9,3786.0,3725.0,3862.0,3800.0,3500.0,4000.0,1345
86.5,79.8,3122.0,3000.0,3150.0,3000.0,2600.0,3320.0,1346
87.5,83.3,3251.0,3200.0,3267.0,3200.0,2800.0,3781.0,1347
100.0,100.0,5023.0,4800.0,5246.0,5000.0,4500.0,6000.0,1348
100.0,100.0,5329.0,5000.0,5617.0,5547.0,4750.0,6400.0,1349
,,,,,,,,1350
,,,,,,,,1351
,,,,,,,,1352
,,,,,,,,1353
,,,,,,,,1354
,,,,,,,,1355
,,,,,,,,1356
,,,,,,,,1357
,,,,,,,,1358
,,,,,,,,1359
,,,,,,,,1360
,,,,,,,,1361
,,,,,,,,1362
,,,,,,,,1363
,,,,,,,,1364
,,,,,,,,1365
,,,,,,,,1366
,,,,,,,,1367
,,,,,,,,1368
,,,,,,,,1369
,,,,,,,,1370
,,,,,,,,1371
,,,,,,,,1372
,,,,,,,,1373
,,,,,,,,1374
,,,,,,,,1375
,,,,,,,,1376
,,,,,,,,1377
,,,,,,,,1378
,,,,,,,,1379
,,,,,,,,1380
,,,,,,,,1381
,,,,,,,,1382
,,,,,,,,1383
,,,,,,,,1384
,,,,,,,,1385
,,,,,,,,1386
,,,,,,,,1387
,,,,,,,,1388
,,,,,,,,1389
,,,,,,,,1390
,,,,,,,,1391
,,,,,,,,1392
,,,,,,,,1393
,,,,,,,,1394
,,,,,,,,1395
,,,,,,,,1396
,,,,,,,,1397
,,,,,,,,1398
,,,,,,,,1399
,,,,,,,,1400
,,,,,,,,1401
,,,,,,,,1402
,,,,,,,,1403
,,,,,,,,1404
,,,,,,,,1405
,,,,,,,,1406
,,,,,,,,1407
,,,,,,,,1408
,,,,,,,,1409
,,,,,,,,1410
,,,,,,,,1411
,,,,,,,,1412
,,,,,,,,1413
,,,,,,,,1414
,,,,,,,,1415
,,,,,,,,1416
,,,,,,,,1417
,,,,,,,,1418
,,,,,,,,1419
,,,,,,,,1420
,,,,,,,,1421
,,,,,,,,1422
,,,,,,,,1423
,,,,,,,,1424
,,,,,,,,1425
,,,,,,,,1426
,,,,,,,,1427
,,,,,,,,1428
,,,,,,,,1429
,,,,,,,,1430
,,,,,,,,1431
,,,,,,,,1432
,,,,,,,,1433
,,,,,,,,1434
,,,,,,,,1435
,,,,,,,,1436
,,,,,,,,1437
,,,,,,,,1438
,,,,,,,,1439
,,,,,,,,1440
,,,,,,,,1441
,,,,,,,,1442
,,,,,,,,1443
,,,,,,,,1444
,,,,,,,,1445
,,,,,,,,1446
,,,,,,,,1447
,,,,,,,,1448
,,,,,,,,1449
,,,,,,,,1450
,,,,,,,,1451
,,,,,,,,1452
,,,,,,,,1453
,,,,,,,,1454
,,,,,,,,1455
,,,,,,,,1456
,,,,,,,,1457
98.6,97.3,4225.0,3500.0,4438.0,3770.0,3000.0,4850.0,1458
97.3,96.5,3182.0,2850.0,3240.0,2875.0,2850.0,3125.0,1459
92.2,87.6,3343.0,3100.0,3502.0,3200.0,2900.0,3700.0,1460
100.0,100.0,4036.0,4184.0,4395.0,4583.0,3800.0,4876.0,1461
86.0,86.0,3699.0,3650.0,3724.0,3700.0,3450.0,4000.0,1462
,,,,,,,,1463
92.6,76.5,3079.0,3000.0,3197.0,3113.0,2900.0,3450.0,1464
,,,,,,,,1465
86.8,80.9,3156.0,3100.0,3373.0,3300.0,3000.0,3600.0,1466
,,,,,,,,1467
85.1,83.0,3489.0,3350.0,3577.0,3500.0,3200.0,4000.0,1468
95.3,93.0,3125.0,3100.0,3206.0,3200.0,3000.0,3300.0,1469
92.4,91.4,3489.0,3300.0,3535.0,3300.0,3150.0,3800.0,1470
88.6,86.2,3345.0,3200.0,3446.0,3300.0,3000.0,3690.0,1471
89.7,82.1,3472.0,3200.0,3673.0,3300.0,3000.0,3835.0,1472
,,,,,,,,1473
87.3,80.0,3271.0,3200.0,3375.0,3275.0,3000.0,3500.0,1474
,,,,,,,,1475
82.9,76.8,3213.0,3100.0,3397.0,3200.0,3000.0,3600.0,1476
88.0,80.7,3248.0,3200.0,3388.0,3250.0,3000.0,3600.0,1477
,,,,,,,,1478
95.0,95.0,3249.0,3200.0,3271.0,3200.0,3000.0,3300.0,1479
79.3,56.9,3284.0,2800.0,3457.0,2800.0,2200.0,3000.0,1480
81.8,76.6,2978.0,3000.0,3045.0,3200.0,2800.0,3500.0,1481
85.1,74.4,2921.0,2900.0,3008.0,3000.0,2600.0,3330.0,1482
87.4,75.9,3322.0,3200.0,3496.0,3300.0,3000.0,3800.0,1483
88.0,74.0,3238.0,3000.0,3322.0,3314.0,2604.0,3743.0,1484
88.4,55.8,3475.0,3000.0,3753.0,3000.0,2800.0,3600.0,1485
73.3,52.0,3099.0,3121.0,3264.0,3200.0,2800.0,3562.0,1486
85.7,79.4,3260.0,3000.0,3402.0,3125.0,2700.0,3600.0,1487
100.0,100.0,2832.0,2800.0,2882.0,2800.0,2500.0,3105.0,1488
74.6,65.3,3117.0,3000.0,3229.0,3190.0,2875.0,3600.0,1489
83.9,72.3,2960.0,2900.0,3139.0,3000.0,2800.0,3500.0,1490
95.3,84.4,3291.0,3000.0,3440.0,3205.0,2925.0,3500.0,1491
81.8,72.7,3254.0,3125.0,3402.0,3240.0,2950.0,3500.0,1492
82.1,69.6,3098.0,3000.0,3186.0,3200.0,2900.0,3400.0,1493
90.7,72.1,3232.0,3000.0,3307.0,3295.0,2900.0,3600.0,1494
100.0,100.0,3496.0,3500.0,3604.0,3504.0,3500.0,3855.0,1495
100.0,100.0,3551.0,3500.0,3622.0,3500.0,3500.0,3605.0,1496
88.4,74.6,2839.0,2880.0,2999.0,3000.0,2700.0,3215.0,1497
83.0,70.5,3266.0,3310.0,3310.0,3310.0,3000.0,3625.0,1498
88.6,79.8,3317.0,3300.0,3442.0,3310.0,3000.0,3686.0,1499
88.2,80.3,3164.0,3000.0,3341.0,3000.0,2800.0,3700.0,1500
96.0,93.1,4173.0,3750.0,4326.0,3800.0,3300.0,4600.0,1501
97.6,97.6,2817.0,2850.0,2983.0,2850.0,2700.0,2960.0,1502
98.6,98.6,3547.0,3000.0,3587.0,3000.0,2850.0,3634.0,1503
92.6,85.2,3230.0,3500.0,3291.0,3500.0,2800.0,3800.0,1504
,,,,,,,,1505
,,,,,,,,1506
97.0,95.0,3847.0,3700.0,3890.0,3700.0,3300.0,4400.0,1507
90.3,87.1,3255.0,3300.0,3301.0,3300.0,3000.0,3500.0,1508
97.2,97.2,3597.0,3500.0,3699.0,3550.0,3200.0,4100.0,1509
100.0,100.0,4053.0,4000.0,4083.0,4000.0,4000.0,4400.0,1510
97.6,96.4,4054.0,4114.0,4099.0,4127.0,3700.0,4500.0,1511
72.0,60.0,2907.0,3000.0,2908.0,3000.0,2700.0,3200.0,1512
94.3,90.8,2989.0,3000.0,3067.0,3000.0,2800.0,3215.0,1513
93.9,89.6,3146.0,3000.0,3325.0,3100.0,2810.0,3500.0,1514
86.2,75.9,3256.0,3200.0,3357.0,3300.0,3000.0,3500.0,1515
86.0,82.9,3400.0,3300.0,3529.0,3500.0,3000.0,4000.0,1516
96.5,95.3,3300.0,3300.0,3366.0,3350.0,3200.0,3500.0,1517
91.8,90.6,4119.0,4000.0,4252.0,4000.0,3325.0,4583.0,1518
92.1,90.4,3452.0,3200.0,3589.0,3300.0,3000.0,3700.0,1519
82.6,73.9,3768.0,3735.0,3812.0,3800.0,3500.0,4420.0,1520
88.1,85.7,3318.0,3430.0,3337.0,3450.0,3000.0,3670.0,1521
96.1,94.7,3624.0,3475.0,3724.0,3500.0,3300.0,4030.0,1522
100.0,95.0,3121.0,3200.0,3391.0,3350.0,3050.0,3790.0,1523
83.3,80.0,3279.0,3200.0,3422.0,3300.0,3000.0,3600.0,1524
96.9,96.9,4866.0,4600.0,4910.0,4700.0,4200.0,5800.0,1525
100.0,100.0,4352.0,4500.0,4729.0,4900.0,4500.0,5000.0,1526
97.3,97.3,3175.0,3200.0,3356.0,3400.0,3200.0,3445.0,1527
100.0,100.0,3219.0,3200.0,3466.0,3435.0,3300.0,3700.0,1528
82.4,41.2,3244.0,3200.0,3344.0,3300.0,3000.0,3600.0,1529
,,,,,,,,1530
85.2,77.8,3203.0,3000.0,3355.0,3100.0,3000.0,4000.0,1531
84.3,64.2,2859.0,2900.0,3052.0,3000.0,2620.0,3200.0,1532
83.9,76.2,3245.0,3200.0,3321.0,3300.0,3000.0,3600.0,1533
,,,,,,,,1534
99.0,97.9,3431.0,3500.0,3717.0,3500.0,3400.0,3929.0,1535
71.9,59.4,3400.0,3462.0,3433.0,3500.0,3238.0,3550.0,1536
97.3,93.0,3287.0,2900.0,3427.0,3000.0,2850.0,3500.0,1537
97.7,97.7,3597.0,3100.0,3701.0,3200.0,2850.0,4110.0,1538
93.9,88.2,3513.0,3200.0,3611.0,3300.0,3000.0,4000.0,1539
98.3,93.3,4050.0,3800.0,4130.0,3868.0,3200.0,4600.0,1540
90.3,85.8,3798.0,3500.0,3946.0,3500.0,3200.0,4100.0,1541
98.2,92.7,4249.0,3800.0,4380.0,3850.0,3500.0,4700.0,1542
94.8,85.9,3491.0,3500.0,3660.0,3500.0,3200.0,4110.0,1543
97.4,92.1,3577.0,3800.0,3834.0,3800.0,3500.0,4166.0,1544
89.0,83.0,3306.0,3100.0,3550.0,3200.0,2980.0,3600.0,1545
93.1,89.7,3887.0,3500.0,4012.0,3560.0,3300.0,4583.0,1546
99.0,99.0,4889.0,4600.0,4997.0,4731.0,4350.0,5800.0,1547
100.0,100.0,5160.0,4766.0,5313.0,5000.0,4500.0,5995.0,1548
92.5,88.1,3595.0,3618.0,3565.0,3600.0,3400.0,3800.0,1549
80.3,71.8,3699.0,3450.0,3763.0,3500.0,3190.0,4100.0,1550
86.0,83.7,3872.0,3700.0,3952.0,3950.0,3338.0,4450.0,1551
,,,,,,,,1552
,,,,,,,,1553
88.5,65.4,2643.0,2700.0,2682.0,2700.0,2500.0,2800.0,1554
,,,,,,,,1555
95.2,90.5,3332.0,3200.0,3346.0,3233.0,3000.0,3500.0,1556
76.1,54.3,2896.0,2750.0,2922.0,2750.0,2523.0,2975.0,1557
87.5,71.9,2520.0,2600.0,2893.0,2700.0,2500.0,3025.0,1558
85.5,72.6,3097.0,3000.0,3405.0,3250.0,2900.0,3750.0,1559
83.0,77.4,3334.0,3100.0,3452.0,3300.0,3000.0,3550.0,1560
91.7,91.7,3180.0,3025.0,3354.0,3225.0,3050.0,3500.0,1561
90.5,83.3,3069.0,3050.0,3266.0,3200.0,3000.0,3500.0,1562
100.0,100.0,3211.0,3050.0,3266.0,3141.0,2900.0,3500.0,1563
100.0,94.7,3166.0,3125.0,3469.0,3350.0,3238.0,3575.0,1564
89.2,81.1,2683.0,2700.0,2876.0,2700.0,2475.0,3050.0,1565
87.5,79.2,2759.0,2800.0,2970.0,2950.0,2800.0,3200.0,1566
100.0,90.0,3044.0,3100.0,3339.0,3250.0,3000.0,3488.0,1567
92.6,81.5,2482.0,2300.0,2586.0,2400.0,2000.0,2800.0,1568
100.0,100.0,3322.0,3300.0,3486.0,3488.0,3313.0,3650.0,1569
100.0,100.0,3126.0,3120.0,3149.0,3125.0,3000.0,3225.0,1570
100.0,98.3,3234.0,3200.0,3310.0,3222.0,3200.0,3500.0,1571
,,,,,,,,1572
81.6,73.7,2766.0,3000.0,2840.0,3000.0,2614.0,3293.0,1573
83.3,70.8,3128.0,3000.0,3185.0,3000.0,2882.0,3300.0,1574
72.2,61.1,3160.0,3000.0,3685.0,3250.0,2960.0,4200.0,1575
96.4,94.5,3202.0,3000.0,3404.0,3100.0,2975.0,3875.0,1576
95.6,86.7,3247.0,3250.0,3391.0,3300.0,3152.0,3400.0,1577
98.3,96.7,3304.0,3400.0,3624.0,3615.0,3400.0,3838.0,1578
89.9,82.6,2515.0,2500.0,2607.0,2548.0,2338.0,2850.0,1579
100.0,96.4,2772.0,2700.0,2807.0,2700.0,2608.0,3000.0,1580
97.3,95.1,3027.0,2900.0,3063.0,2900.0,2900.0,3100.0,1581
97.4,96.6,3836.0,3500.0,3893.0,3500.0,3100.0,4250.0,1582
89.6,77.1,3348.0,3200.0,3444.0,3300.0,3000.0,3800.0,1583
94.4,94.4,4232.0,4000.0,4407.0,4600.0,3800.0,5000.0,1584
82.4,77.9,3761.0,3625.0,3840.0,3675.0,3350.0,4435.0,1585
,,,,,,,,1586
77.8,63.9,3151.0,3200.0,3317.0,3237.0,3000.0,3510.0,1587
,,,,,,,,1588
80.6,72.6,3336.0,3225.0,3476.0,3400.0,3200.0,3800.0,1589
92.4,91.6,3407.0,3250.0,3505.0,3300.0,3200.0,3800.0,1590
83.3,75.9,3792.0,3500.0,3833.0,3500.0,3300.0,4420.0,1591
94.6,91.4,3784.0,3500.0,3848.0,3500.0,3300.0,4333.0,1592
89.1,83.6,3443.0,3300.0,3517.0,3400.0,3190.0,3800.0,1593
80.6,74.2,3156.0,3100.0,3216.0,3100.0,2800.0,3400.0,1594
94.6,87.5,3496.0,3350.0,3570.0,3350.0,3000.0,4000.0,1595
94.2,88.5,3305.0,3300.0,3328.0,3398.0,3083.0,3500.0,1596
81.3,73.5,3197.0,3200.0,3317.0,3300.0,3000.0,3500.0,1597
,,,,,,,,1598
86.0,79.9,3417.0,3300.0,3505.0,3350.0,3050.0,3959.0,1599
,,,,,,,,1600
79.7,46.6,2718.0,2700.0,2761.0,2700.0,2500.0,3000.0,1601
91.1,74.7,3239.0,3300.0,3345.0,3300.0,3050.0,3500.0,1602
87.7,69.6,2938.0,2900.0,2996.0,3000.0,2575.0,3365.0,1603
91.3,79.3,3385.0,3300.0,3440.0,3300.0,3000.0,3850.0,1604
75.0,54.2,2974.0,3000.0,2997.0,3000.0,2700.0,3400.0,1605
87.2,76.6,3027.0,3000.0,3082.0,3000.0,2700.0,3500.0,1606
81.8,61.8,3283.0,3315.0,3368.0,3365.0,2960.0,3500.0,1607
82.1,66.7,3083.0,3100.0,3136.0,3200.0,2800.0,3500.0,1608
,,,,,,,,1609
86.1,63.9,3279.0,3300.0,3480.0,3500.0,3000.0,3850.0,1610
94.4,88.9,2525.0,2400.0,2577.0,2500.0,2150.0,2800.0,1611
80.5,64.0,3132.0,3100.0,3222.0,3175.0,3000.0,3550.0,1612
80.6,64.2,3119.0,3000.0,3234.0,3149.0,2925.0,3500.0,1613
88.5,76.9,3453.0,3400.0,3535.0,3500.0,3200.0,3750.0,1614
89.4,72.7,3346.0,3150.0,3458.0,3300.0,3000.0,3750.0,1615
85.7,77.1,3578.0,3350.0,3683.0,3450.0,3100.0,4000.0,1616
83.1,66.1,3196.0,3100.0,3272.0,3200.0,2825.0,3500.0,1617
100.0,100.0,3337.0,3500.0,3525.0,3525.0,3400.0,3615.0,1618
100.0,100.0,3438.0,3500.0,3546.0,3525.0,3500.0,3850.0,1619
86.1,62.5,2971.0,3000.0,3063.0,3000.0,2600.0,3200.0,1620
90.7,74.1,3258.0,3300.0,3321.0,3500.0,3000.0,3600.0,1621
89.5,73.3,3341.0,3300.0,3423.0,3300.0,3000.0,3650.0,1622
100.0,100.0,4173.0,4050.0,4221.0,4050.0,4050.0,4450.0,1623
91.9,80.6,3314.0,3100.0,3366.0,3200.0,3000.0,3500.0,1624
85.3,80.3,3414.0,3250.0,3562.0,3450.0,3150.0,4000.0,1625
95.3,91.9,3402.0,3300.0,3509.0,3420.0,3200.0,3800.0,1626
89.1,85.9,3884.0,3700.0,3942.0,3900.0,3467.0,4500.0,1627
91.9,87.6,3669.0,3400.0,3765.0,3500.0,3200.0,4200.0,1628
85.2,74.1,3549.0,3400.0,3707.0,3740.0,3350.0,4026.0,1629
79.3,65.5,3432.0,3300.0,3470.0,3350.0,3000.0,3832.0,1630
80.3,78.9,3788.0,3450.0,3879.0,3500.0,3300.0,4250.0,1631
90.2,78.4,3381.0,3300.0,3501.0,3540.0,3200.0,3900.0,1632
86.6,81.0,3470.0,3300.0,3560.0,3400.0,3150.0,3800.0,1633
97.7,95.9,4844.0,4775.0,4898.0,4900.0,4200.0,5600.0,1634
,,,,,,,,1635
81.0,61.9,2905.0,2800.0,3058.0,3130.0,2800.0,3350.0,1636
84.3,59.4,2895.0,3000.0,2995.0,3000.0,2600.0,3225.0,1637
84.9,71.7,3331.0,3300.0,3386.0,3300.0,3000.0,3650.0,1638
,,,,,,,,1639
99.1,97.2,3500.0,3500.0,3597.0,3600.0,3300.0,3950.0,1640
93.6,80.7,3232.0,3000.0,3282.0,3000.0,2837.0,3500.0,1641
96.4,92.8,4126.0,3600.0,4207.0,3620.0,3258.0,4500.0,1642
88.6,86.4,2977.0,2900.0,3020.0,2963.0,2800.0,3100.0,1643
99.0,99.0,3435.0,3000.0,3465.0,3075.0,2900.0,3800.0,1644
,,,,,,,,1645
96.3,93.3,4320.0,4000.0,4385.0,4000.0,3500.0,5000.0,1646
,,,,,,,,1647
94.0,94.0,3875.0,3800.0,3969.0,4000.0,3365.0,4500.0,1648
93.2,89.8,3926.0,4000.0,3960.0,4000.0,3500.0,4250.0,1649
90.6,65.6,3282.0,3000.0,3320.0,3000.0,2900.0,4000.0,1650
87.8,84.7,3035.0,3000.0,3113.0,3000.0,2850.0,3276.0,1651
94.6,92.4,3247.0,3000.0,3368.0,3200.0,2950.0,3735.0,1652
99.4,99.4,4460.0,4500.0,4887.0,5000.0,4500.0,5200.0,1653
93.2,90.9,3166.0,3200.0,3363.0,3400.0,3200.0,3425.0,1654
95.1,95.1,3308.0,3300.0,3529.0,3500.0,3400.0,3600.0,1655
85.7,14.3,3250.0,3250.0,3250.0,3250.0,2999.0,3500.0,1656
83.8,67.6,3347.0,3250.0,3399.0,3300.0,3000.0,3500.0,1657
98.5,96.0,3390.0,3000.0,3455.0,3000.0,2900.0,3600.0,1658
100.0,100.0,3827.0,3500.0,3943.0,3600.0,3000.0,4583.0,1659
92.4,84.6,3727.0,3400.0,3831.0,3500.0,3000.0,4000.0,1660
96.1,92.1,4140.0,3550.0,4234.0,3660.0,3250.0,4583.0,1661
93.4,84.0,3801.0,3500.0,3906.0,3700.0,3200.0,4300.0,1662
97.0,92.5,4315.0,4000.0,4425.0,4107.0,3800.0,4750.0,1663
95.7,91.5,3837.0,3500.0,3897.0,3600.0,3200.0,4167.0,1664
97.5,95.0,4504.0,4167.0,4603.0,4167.0,3800.0,4750.0,1665
91.5,80.4,3199.0,3100.0,3311.0,3145.0,3000.0,3500.0,1666
94.9,87.2,3405.0,3300.0,3548.0,3400.0,3000.0,3668.0,1667
95.8,93.7,4810.0,4600.0,4915.0,4850.0,4200.0,5800.0,1668
96.7,96.7,4950.0,4950.0,5095.0,5300.0,4500.0,5800.0,1669
,,,,,,,,1670
73.3,53.3,3045.0,3000.0,3052.0,3000.0,2700.0,3016.0,1671
85.7,85.7,3312.0,3400.0,3329.0,3400.0,3100.0,3500.0,1672
100.0,92.9,3729.0,3680.0,3803.0,4000.0,3500.0,4200.0,1673
91.1,58.9,2652.0,2600.0,2652.0,2600.0,2500.0,2700.0,1674
97.4,76.3,2467.0,2500.0,2485.0,2515.0,2200.0,2800.0,1675
85.9,71.8,3201.0,3100.0,3463.0,3300.0,3080.0,3650.0,1676
86.4,79.7,3239.0,3000.0,3440.0,3200.0,2800.0,3700.0,1677
95.2,81.0,3812.0,3425.0,3956.0,3840.0,3200.0,4530.0,1678
87.0,77.8,3162.0,3000.0,3344.0,3200.0,2900.0,3575.0,1679
90.0,90.0,3172.0,3250.0,3239.0,3300.0,3000.0,3500.0,1680
86.4,72.7,3172.0,3275.0,3286.0,3430.0,3000.0,3600.0,1681
86.7,62.2,2598.0,2600.0,2707.0,2600.0,2420.0,2800.0,1682
78.6,67.9,2776.0,2900.0,3149.0,3130.0,2500.0,3700.0,1683
90.9,86.4,2978.0,3000.0,3042.0,3000.0,2825.0,3350.0,1684
86.2,69.0,2231.0,2250.0,2344.0,2300.0,2000.0,2500.0,1685
88.2,88.2,3406.0,3385.0,3628.0,3660.0,3400.0,3930.0,1686
100.0,100.0,3297.0,3200.0,3301.0,3200.0,3100.0,3500.0,1687
100.0,100.0,3310.0,3300.0,3344.0,3300.0,3240.0,3500.0,1688
,,,,,,,,1689
81.6,65.3,3042.0,3000.0,3277.0,3200.0,2800.0,3700.0,1690
82.2,64.4,3312.0,3225.0,3390.0,3275.0,2900.0,4009.0,1691
87.0,70.4,3187.0,3000.0,3273.0,3200.0,3000.0,3365.0,1692
88.7,80.3,3406.0,3200.0,3523.0,3300.0,3000.0,3800.0,1693
89.8,81.6,3645.0,3600.0,3704.0,3600.0,3400.0,3900.0,1694
92.7,85.5,3378.0,3400.0,3600.0,3600.0,3400.0,3750.0,1695
92.6,81.5,4096.0,4200.0,4131.0,4200.0,3700.0,4600.0,1696
98.0,92.0,2705.0,2700.0,2707.0,2700.0,2600.0,2850.0,1697
87.0,79.7,3620.0,3500.0,3690.0,3600.0,3300.0,3750.0,1698
91.9,91.9,4197.0,4000.0,4232.0,4000.0,3500.0,4950.0,1699
100.0,93.5,3695.0,3600.0,3830.0,3650.0,3550.0,4200.0,1700
,,,,,,,,1701
97.1,94.5,3121.0,3000.0,3166.0,3000.0,2900.0,3100.0,1702
97.2,94.3,3830.0,3500.0,3892.0,3600.0,3013.0,4317.0,1703
93.0,80.8,3530.0,3300.0,3643.0,3300.0,3000.0,3800.0,1704
100.0,95.0,5036.0,4750.0,5225.0,5000.0,4000.0,5362.0,1705
80.0,75.0,3645.0,3492.0,3702.0,3500.0,3250.0,4210.0,1706
,,,,,,,,1707
78.3,65.2,3326.0,3200.0,3486.0,3419.0,3000.0,3825.0,1708
82.3,75.3,3326.0,3200.0,3577.0,3500.0,3200.0,4000.0,1709
,,,,,,,,1710
98.5,96.9,3373.0,3300.0,3442.0,3400.0,3190.0,3675.0,1711
,,,,,,,,1712
95.1,87.8,3667.0,3600.0,3743.0,3600.0,3450.0,3925.0,1713
92.4,86.7,4078.0,3750.0,4160.0,3850.0,3500.0,4500.0,1714
,,,,,,,,1715
89.3,85.0,3532.0,3500.0,3657.0,3600.0,3200.0,4000.0,1716
71.8,64.1,3538.0,3475.0,3588.0,3635.0,3200.0,3950.0,1717
86.9,78.7,3685.0,3677.0,3790.0,3700.0,3350.0,4200.0,1718
,,,,,,,,1719
92.2,92.2,3279.0,3200.0,3333.0,3320.0,3000.0,3500.0,1720
