employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,Key
100.0,100.0,5160.0,4766.0,5313.0,5000.0,4500.0,5995.0,4072
92.5,88.1,3595.0,3618.0,3565.0,3600.0,3400.0,3800.0,4073
80.3,71.8,3699.0,3450.0,3763.0,3500.0,3190.0,4100.0,4074
86.0,83.7,3872.0,3700.0,3952.0,3950.0,3338.0,4450.0,4075
,,,,,,,,4076
,,,,,,,,4077
88.5,65.4,2643.0,2700.0,2682.0,2700.0,2500.0,2800.0,4078
,,,,,,,,4079
95.2,90.5,3332.0,3200.0,3346.0,3233.0,3000.0,3500.0,4080
76.1,54.3,2896.0,2750.0,2922.0,2750.0,2523.0,2975.0,4081
87.5,71.9,2520.0,2600.0,2893.0,2700.0,2500.0,3025.0,4082
85.5,72.6,3097.0,3000.0,3405.0,3250.0,2900.0,3750.0,4083
83.0,77.4,3334.0,3100.0,3452.0,3300.0,3000.0,3550.0,4084
91.7,91.7,3180.0,3025.0,3354.0,3225.0,3050.0,3500.0,4085
90.5,83.3,3069.0,3050.0,3266.0,3200.0,3000.0,3500.0,4086
100.0,100.0,3211.0,3050.0,3266.0,3141.0,2900.0,3500.0,4087
100.0,94.7,3166.0,3125.0,3469.0,3350.0,3238.0,3575.0,4088
89.2,81.1,2683.0,2700.0,2876.0,2700.0,2475.0,3050.0,4089
87.5,79.2,2759.0,2800.0,2970.0,2950.0,2800.0,3200.0,4090
100.0,90.0,3044.0,3100.0,3339.0,3250.0,3000.0,3488.0,4091
92.6,81.5,2482.0,2300.0,2586.0,2400.0,2000.0,2800.0,4092
100.0,100.0,3322.0,3300.0,3486.0,3488.0,3313.0,3650.0,4093
100.0,100.0,3126.0,3120.0,3149.0,3125.0,3000.0,3225.0,4094
100.0,98.3,3234.0,3200.0,3310.0,3222.0,3200.0,3500.0,4095
,,,,,,,,4096
81.6,73.7,2766.0,3000.0,2840.0,3000.0,2614.0,3293.0,4097
83.3,70.8,3128.0,3000.0,3185.0,3000.0,2882.0,3300.0,4098
72.2,61.1,3160.0,3000.0,3685.0,3250.0,2960.0,4200.0,4099
96.4,94.5,3202.0,3000.0,3404.0,3100.0,2975.0,3875.0,4100
95.6,86.7,3247.0,3250.0,3391.0,3300.0,3152.0,3400.0,4101
98.3,96.7,3304.0,3400.0,3624.0,3615.0,3400.0,3838.0,4102
89.9,82.6,2515.0,2500.0,2607.0,2548.0,2338.0,2850.0,4103
100.0,96.4,2772.0,2700.0,2807.0,2700.0,2608.0,3000.0,4104
97.3,95.1,3027.0,2900.0,3063.0,2900.0,2900.0,3100.0,4105
97.4,96.6,3836.0,3500.0,3893.0,3500.0,3100.0,4250.0,4106
89.6,77.1,3348.0,3200.0,3444.0,3300.0,3000.0,3800.0,4107
94.4,94.4,4232.0,4000.0,4407.0,4600.0,3800.0,5000.0,4108
82.4,77.9,3761.0,3625.0,3840.0,3675.0,3350.0,4435.0,4109
,,,,,,,,4110
77.8,63.9,3151.0,3200.0,3317.0,3237.0,3000.0,3510.0,4111
,,,,,,,,4112
80.6,72.6,3336.0,3225.0,3476.0,3400.0,3200.0,3800.0,4113
92.4,91.6,3407.0,3250.0,3505.0,3300.0,3200.0,3800.0,4114
83.3,75.9,3792.0,3500.0,3833.0,3500.0,3300.0,4420.0,4115
94.6,91.4,3784.0,3500.0,3848.0,3500.0,3300.0,4333.0,4116
89.1,83.6,3443.0,3300.0,3517.0,3400.0,3190.0,3800.0,4117
80.6,74.2,3156.0,3100.0,3216.0,3100.0,2800.0,3400.0,4118
94.6,87.5,3496.0,3350.0,3570.0,3350.0,3000.0,4000.0,4119
94.2,88.5,3305.0,3300.0,3328.0,3398.0,3083.0,3500.0,4120
81.3,73.5,3197.0,3200.0,3317.0,3300.0,3000.0,3500.0,4121
,,,,,,,,4122
86.0,79.9,3417.0,3300.0,3505.0,3350.0,3050.0,3959.0,4123
,,,,,,,,4124
79.7,46.6,2718.0,2700.0,2761.0,2700.0,2500.0,3000.0,4125
91.1,74.7,3239.0,3300.0,3345.0,3300.0,3050.0,3500.0,4126
87.7,69.6,2938.0,2900.0,2996.0,3000.0,2575.0,3365.0,4127
91.3,79.3,3385.0,3300.0,3440.0,3300.0,3000.0,3850.0,4128
75.0,54.2,2974.0,3000.0,2997.0,3000.0,2700.0,3400.0,4129
87.2,76.6,3027.0,3000.0,3082.0,3000.0,2700.0,3500.0,4130
81.8,61.8,3283.0,3315.0,3368.0,3365.0,2960.0,3500.0,4131
82.1,66.7,3083.0,3100.0,3136.0,3200.0,2800.0,3500.0,4132
,,,,,,,,4133
86.1,63.9,3279.0,3300.0,3480.0,3500.0,3000.0,3850.0,4134
94.4,88.9,2525.0,2400.0,2577.0,2500.0,2150.0,2800.0,4135
80.5,64.0,3132.0,3100.0,3222.0,3175.0,3000.0,3550.0,4136
80.6,64.2,3119.0,3000.0,3234.0,3149.0,2925.0,3500.0,4137
88.5,76.9,3453.0,3400.0,3535.0,3500.0,3200.0,3750.0,4138
89.4,72.7,3346.0,3150.0,3458.0,3300.0,3000.0,3750.0,4139
85.7,77.1,3578.0,3350.0,3683.0,3450.0,3100.0,4000.0,4140
83.1,66.1,3196.0,3100.0,3272.0,3200.0,2825.0,3500.0,4141
100.0,100.0,3337.0,3500.0,3525.0,3525.0,3400.0,3615.0,4142
100.0,100.0,3438.0,3500.0,3546.0,3525.0,3500.0,3850.0,4143
86.1,62.5,2971.0,3000.0,3063.0,3000.0,2600.0,3200.0,4144
90.7,74.1,3258.0,3300.0,3321.0,3500.0,3000.0,3600.0,4145
89.5,73.3,3341.0,3300.0,3423.0,3300.0,3000.0,3650.0,4146
100.0,100.0,4173.0,4050.0,4221.0,4050.0,4050.0,4450.0,4147
91.9,80.6,3314.0,3100.0,3366.0,3200.0,3000.0,3500.0,4148
85.3,80.3,3414.0,3250.0,3562.0,3450.0,3150.0,4000.0,4149
95.3,91.9,3402.0,3300.0,3509.0,3420.0,3200.0,3800.0,4150
89.1,85.9,3884.0,3700.0,3942.0,3900.0,3467.0,4500.0,4151
91.9,87.6,3669.0,3400.0,3765.0,3500.0,3200.0,4200.0,4152
85.2,74.1,3549.0,3400.0,3707.0,3740.0,3350.0,4026.0,4153
79.3,65.5,3432.0,3300.0,3470.0,3350.0,3000.0,3832.0,4154
80.3,78.9,3788.0,3450.0,3879.0,3500.0,3300.0,4250.0,4155
90.2,78.4,3381.0,3300.0,3501.0,3540.0,3200.0,3900.0,4156
86.6,81.0,3470.0,3300.0,3560.0,3400.0,3150.0,3800.0,4157
97.7,95.9,4844.0,4775.0,4898.0,4900.0,4200.0,5600.0,4158
,,,,,,,,4159
81.0,61.9,2905.0,2800.0,3058.0,3130.0,2800.0,3350.0,4160
84.3,59.4,2895.0,3000.0,2995.0,3000.0,2600.0,3225.0,4161
84.9,71.7,3331.0,3300.0,3386.0,3300.0,3000.0,3650.0,4162
,,,,,,,,4163
99.1,97.2,3500.0,3500.0,3597.0,3600.0,3300.0,3950.0,4164
93.6,80.7,3232.0,3000.0,3282.0,3000.0,2837.0,3500.0,4165
96.4,92.8,4126.0,3600.0,4207.0,3620.0,3258.0,4500.0,4166
88.6,86.4,2977.0,2900.0,3020.0,2963.0,2800.0,3100.0,4167
99.0,99.0,3435.0,3000.0,3465.0,3075.0,2900.0,3800.0,4168
,,,,,,,,4169
96.3,93.3,4320.0,4000.0,4385.0,4000.0,3500.0,5000.0,4170
,,,,,,,,4171
94.0,94.0,3875.0,3800.0,3969.0,4000.0,3365.0,4500.0,4172
93.2,89.8,3926.0,4000.0,3960.0,4000.0,3500.0,4250.0,4173
90.6,65.6,3282.0,3000.0,3320.0,3000.0,2900.0,4000.0,4174
87.8,84.7,3035.0,3000.0,3113.0,3000.0,2850.0,3276.0,4175
94.6,92.4,3247.0,3000.0,3368.0,3200.0,2950.0,3735.0,4176
99.4,99.4,4460.0,4500.0,4887.0,5000.0,4500.0,5200.0,4177
93.2,90.9,3166.0,3200.0,3363.0,3400.0,3200.0,3425.0,4178
95.1,95.1,3308.0,3300.0,3529.0,3500.0,3400.0,3600.0,4179
85.7,14.3,3250.0,3250.0,3250.0,3250.0,2999.0,3500.0,4180
83.8,67.6,3347.0,3250.0,3399.0,3300.0,3000.0,3500.0,4181
98.5,96.0,3390.0,3000.0,3455.0,3000.0,2900.0,3600.0,4182
100.0,100.0,3827.0,3500.0,3943.0,3600.0,3000.0,4583.0,4183
92.4,84.6,3727.0,3400.0,3831.0,3500.0,3000.0,4000.0,4184
96.1,92.1,4140.0,3550.0,4234.0,3660.0,3250.0,4583.0,4185
93.4,84.0,3801.0,3500.0,3906.0,3700.0,3200.0,4300.0,4186
97.0,92.5,4315.0,4000.0,4425.0,4107.0,3800.0,4750.0,4187
95.7,91.5,3837.0,3500.0,3897.0,3600.0,3200.0,4167.0,4188
97.5,95.0,4504.0,4167.0,4603.0,4167.0,3800.0,4750.0,4189
91.5,80.4,3199.0,3100.0,3311.0,3145.0,3000.0,3500.0,4190
94.9,87.2,3405.0,3300.0,3548.0,3400.0,3000.0,3668.0,4191
95.8,93.7,4810.0,4600.0,4915.0,4850.0,4200.0,5800.0,4192
96.7,96.7,4950.0,4950.0,5095.0,5300.0,4500.0,5800.0,4193
,,,,,,,,4194
73.3,53.3,3045.0,3000.0,3052.0,3000.0,2700.0,3016.0,4195
85.7,85.7,3312.0,3400.0,3329.0,3400.0,3100.0,3500.0,4196
100.0,92.9,3729.0,3680.0,3803.0,4000.0,3500.0,4200.0,4197
91.1,58.9,2652.0,2600.0,2652.0,2600.0,2500.0,2700.0,4198
97.4,76.3,2467.0,2500.0,2485.0,2515.0,2200.0,2800.0,4199
85.9,71.8,3201.0,3100.0,3463.0,3300.0,3080.0,3650.0,4200
86.4,79.7,3239.0,3000.0,3440.0,3200.0,2800.0,3700.0,4201
95.2,81.0,3812.0,3425.0,3956.0,3840.0,3200.0,4530.0,4202
87.0,77.8,3162.0,3000.0,3344.0,3200.0,2900.0,3575.0,4203
90.0,90.0,3172.0,3250.0,3239.0,3300.0,3000.0,3500.0,4204
86.4,72.7,3172.0,3275.0,3286.0,3430.0,3000.0,3600.0,4205
86.7,62.2,2598.0,2600.0,2707.0,2600.0,2420.0,2800.0,4206
78.6,67.9,2776.0,2900.0,3149.0,3130.0,2500.0,3700.0,4207
90.9,86.4,2978.0,3000.0,3042.0,3000.0,2825.0,3350.0,4208
86.2,69.0,2231.0,2250.0,2344.0,2300.0,2000.0,2500.0,4209
88.2,88.2,3406.0,3385.0,3628.0,3660.0,3400.0,3930.0,4210
100.0,100.0,3297.0,3200.0,3301.0,3200.0,3100.0,3500.0,4211
100.0,100.0,3310.0,3300.0,3344.0,3300.0,3240.0,3500.0,4212
,,,,,,,,4213
81.6,65.3,3042.0,3000.0,3277.0,3200.0,2800.0,3700.0,4214
82.2,64.4,3312.0,3225.0,3390.0,3275.0,2900.0,4009.0,4215
87.0,70.4,3187.0,3000.0,3273.0,3200.0,3000.0,3365.0,4216
88.7,80.3,3406.0,3200.0,3523.0,3300.0,3000.0,3800.0,4217
89.8,81.6,3645.0,3600.0,3704.0,3600.0,3400.0,3900.0,4218
92.7,85.5,3378.0,3400.0,3600.0,3600.0,3400.0,3750.0,4219
92.6,81.5,4096.0,4200.0,4131.0,4200.0,3700.0,4600.0,4220
98.0,92.0,2705.0,2700.0,2707.0,2700.0,2600.0,2850.0,4221
87.0,79.7,3620.0,3500.0,3690.0,3600.0,3300.0,3750.0,4222
91.9,91.9,4197.0,4000.0,4232.0,4000.0,3500.0,4950.0,4223
100.0,93.5,3695.0,3600.0,3830.0,3650.0,3550.0,4200.0,4224
,,,,,,,,4225
97.1,94.5,3121.0,3000.0,3166.0,3000.0,2900.0,3100.0,4226
97.2,94.3,3830.0,3500.0,3892.0,3600.0,3013.0,4317.0,4227
93.0,80.8,3530.0,3300.0,3643.0,3300.0,3000.0,3800.0,4228
100.0,95.0,5036.0,4750.0,5225.0,5000.0,4000.0,5362.0,4229
80.0,75.0,3645.0,3492.0,3702.0,3500.0,3250.0,4210.0,4230
,,,,,,,,4231
78.3,65.2,3326.0,3200.0,3486.0,3419.0,3000.0,3825.0,4232
82.3,75.3,3326.0,3200.0,3577.0,3500.0,3200.0,4000.0,4233
,,,,,,,,4234
98.5,96.9,3373.0,3300.0,3442.0,3400.0,3190.0,3675.0,4235
,,,,,,,,4236
95.1,87.8,3667.0,3600.0,3743.0,3600.0,3450.0,3925.0,4237
92.4,86.7,4078.0,3750.0,4160.0,3850.0,3500.0,4500.0,4238
,,,,,,,,4239
89.3,85.0,3532.0,3500.0,3657.0,3600.0,3200.0,4000.0,4240
71.8,64.1,3538.0,3475.0,3588.0,3635.0,3200.0,3950.0,4241
86.9,78.7,3685.0,3677.0,3790.0,3700.0,3350.0,4200.0,4242
,,,,,,,,4243
92.2,92.2,3279.0,3200.0,3333.0,3320.0,3000.0,3500.0,4244
84.9,75.6,3288.0,3200.0,3434.0,3375.0,3200.0,3700.0,4245
,,,,,,,,4246
82.7,74.9,3422.0,3300.0,3579.0,3450.0,3100.0,4000.0,4247
,,,,,,,,4248
88.5,54.0,2862.0,2800.0,2909.0,2800.0,2500.0,3200.0,4249
84.6,67.7,3119.0,3300.0,3147.0,3300.0,2750.0,3500.0,4250
92.6,62.2,3134.0,3000.0,3184.0,3000.0,2775.0,3500.0,4251
84.7,75.5,3286.0,3200.0,3379.0,3240.0,3000.0,3720.0,4252
77.8,50.8,3042.0,3000.0,3149.0,3000.0,2800.0,3300.0,4253
86.0,68.4,3206.0,3100.0,3265.0,3200.0,3000.0,3600.0,4254
80.0,60.0,3042.0,3000.0,3117.0,3100.0,2600.0,3500.0,4255
,,,,,,,,4256
78.9,59.2,3107.0,3107.0,3151.0,3200.0,2890.0,3500.0,4257
74.1,66.7,3353.0,3300.0,3479.0,3395.0,3160.0,3750.0,4258
77.6,62.1,3263.0,3200.0,3309.0,3228.0,2970.0,3500.0,4259
92.0,80.0,2722.0,2928.0,2792.0,2950.0,2500.0,3035.0,4260
80.4,62.6,3177.0,3100.0,3255.0,3200.0,3000.0,3500.0,4261
70.1,51.1,3035.0,3000.0,3173.0,3100.0,2800.0,3488.0,4262
89.7,79.5,3517.0,3400.0,3580.0,3500.0,3100.0,3800.0,4263
89.8,83.1,3504.0,3290.0,3625.0,3400.0,3013.0,3775.0,4264
81.6,61.8,3367.0,3300.0,3490.0,3300.0,3000.0,3819.0,4265
81.1,48.6,3372.0,3285.0,3486.0,3450.0,2800.0,4000.0,4266
100.0,100.0,3489.0,3600.0,3589.0,3600.0,3500.0,3800.0,4267
100.0,100.0,3610.0,3603.0,3701.0,3701.0,3500.0,3958.0,4268
85.8,61.9,3005.0,3000.0,3107.0,3000.0,2700.0,3300.0,4269
88.2,66.7,3309.0,3300.0,3391.0,3360.0,3000.0,3600.0,4270
88.3,74.7,3365.0,3300.0,3443.0,3300.0,3000.0,3750.0,4271
100.0,100.0,4124.0,4050.0,4143.0,4050.0,4000.0,4400.0,4272
90.6,81.3,3215.0,3200.0,3367.0,3300.0,3000.0,3700.0,4273
87.8,81.3,3550.0,3500.0,3727.0,3600.0,3300.0,4000.0,4274
95.5,90.9,3361.0,3300.0,3427.0,3300.0,3135.0,3700.0,4275
89.4,86.5,3529.0,3500.0,3641.0,3600.0,3300.0,3900.0,4276
76.5,64.7,3783.0,3600.0,3827.0,3675.0,3440.0,4200.0,4277
86.3,71.2,3425.0,3100.0,3546.0,3350.0,3000.0,3800.0,4278
93.3,89.9,3905.0,3725.0,4035.0,3875.0,3450.0,4200.0,4279
94.0,86.0,3269.0,3200.0,3570.0,3388.0,3200.0,3950.0,4280
87.3,82.3,3537.0,3400.0,3657.0,3450.0,3100.0,4000.0,4281
95.8,92.3,4958.0,5000.0,5121.0,5000.0,4500.0,5600.0,4282
,,,,,,,,4283
82.1,50.0,3186.0,3075.0,3187.0,3085.0,2800.0,3200.0,4284
76.9,54.5,3053.0,3000.0,3214.0,3082.0,2800.0,3400.0,4285
85.9,69.3,3340.0,3200.0,3435.0,3300.0,3000.0,3700.0,4286
,,,,,,,,4287
99.1,94.5,3473.0,3500.0,3616.0,3600.0,3500.0,3800.0,4288
94.9,87.3,3770.0,3400.0,4031.0,3500.0,3000.0,4333.0,4289
98.2,93.6,4272.0,3725.0,4388.0,3800.0,3450.0,4782.0,4290
97.2,94.4,3396.0,3000.0,3473.0,3025.0,3000.0,3600.0,4291
100.0,100.0,3689.0,3100.0,3744.0,3125.0,3000.0,4023.0,4292
,,,,,,,,4293
,,,,,,,,4294
93.5,89.4,4510.0,4200.0,4628.0,4285.0,3656.0,5000.0,4295
,,,,,,,,4296
,,,,,,,,4297
94.5,91.8,4061.0,4000.0,4192.0,4000.0,3550.0,4592.0,4298
97.6,97.6,4114.0,3810.0,4203.0,4000.0,3500.0,4766.0,4299
91.3,86.4,4037.0,4000.0,4079.0,4000.0,3780.0,4300.0,4300
93.3,60.0,3034.0,2890.0,3079.0,2920.0,2600.0,3200.0,4301
90.8,81.7,3105.0,3000.0,3162.0,3000.0,2900.0,3300.0,4302
93.8,88.7,3090.0,3000.0,3168.0,3000.0,2800.0,3300.0,4303
100.0,100.0,4367.0,4500.0,4882.0,5000.0,4500.0,5305.0,4304
97.4,97.4,3165.0,3200.0,3328.0,3400.0,3200.0,3450.0,4305
91.8,89.8,3280.0,3300.0,3462.0,3500.0,3300.0,3650.0,4306
73.3,26.7,2298.0,2025.0,2500.0,2225.0,2050.0,2950.0,4307
93.5,76.6,3812.0,3500.0,3956.0,3500.0,3075.0,4000.0,4308
91.7,75.0,4362.0,4083.0,4362.0,4083.0,3600.0,4875.0,4309
89.4,84.7,4010.0,3600.0,4131.0,3900.0,3588.0,4500.0,4310
88.7,62.3,3297.0,3200.0,3419.0,3300.0,3000.0,3600.0,4311
98.0,96.6,3569.0,3000.0,3646.0,3000.0,2920.0,3600.0,4312
97.8,97.8,4037.0,3200.0,4089.0,3200.0,3000.0,4645.0,4313
93.3,85.7,3862.0,3475.0,3995.0,3500.0,3050.0,4362.0,4314
95.8,92.0,4364.0,3880.0,4504.0,4000.0,3300.0,5000.0,4315
91.3,82.6,4013.0,3600.0,4143.0,3700.0,3300.0,4583.0,4316
93.2,90.5,4591.0,4000.0,4737.0,4100.0,3600.0,5113.0,4317
95.1,91.3,3922.0,3905.0,4014.0,4000.0,3550.0,4500.0,4318
96.1,94.1,4211.0,4334.0,4305.0,4334.0,4000.0,4750.0,4319
91.3,78.0,3344.0,3250.0,3493.0,3300.0,3000.0,3750.0,4320
87.9,81.8,3810.0,3600.0,3938.0,3630.0,3300.0,4000.0,4321
97.6,94.0,4778.0,4500.0,4941.0,5000.0,4000.0,5840.0,4322
97.9,97.9,5163.0,5450.0,5287.0,5600.0,4200.0,6000.0,4323
96.2,92.3,3040.0,3000.0,3067.0,3000.0,2800.0,3200.0,4324
88.5,69.2,2859.0,2825.0,2876.0,2875.0,2700.0,3000.0,4325
100.0,100.0,3232.0,3250.0,3291.0,3250.0,2900.0,3600.0,4326
96.9,90.6,3898.0,3800.0,3904.0,3800.0,3558.0,4140.0,4327
90.7,68.5,2819.0,2600.0,2949.0,2700.0,2500.0,3200.0,4328
92.3,87.2,2818.0,2700.0,2841.0,2700.0,2500.0,3000.0,4329
77.3,62.1,3061.0,3100.0,3290.0,3255.0,2975.0,3600.0,4330
94.4,88.9,3191.0,3200.0,3269.0,3200.0,3000.0,3450.0,4331
96.2,88.5,3461.0,3300.0,3541.0,3500.0,3000.0,4000.0,4332
90.5,85.7,3063.0,3000.0,3145.0,3000.0,2800.0,3350.0,4333
95.5,95.5,3451.0,3300.0,3537.0,3300.0,3200.0,3500.0,4334
100.0,86.7,3792.0,3300.0,3866.0,3300.0,3300.0,3950.0,4335
97.7,79.1,2784.0,2600.0,2980.0,2700.0,2475.0,3200.0,4336
84.5,74.1,3061.0,3000.0,3301.0,3200.0,3000.0,3375.0,4337
82.8,82.8,3504.0,3175.0,3591.0,3400.0,3000.0,4000.0,4338
87.9,54.5,2357.0,2300.0,2598.0,2300.0,2200.0,3259.0,4339
,,,,,,,,4340
100.0,97.1,3217.0,3250.0,3258.0,3300.0,3020.0,3450.0,4341
100.0,96.8,3483.0,3350.0,3489.0,3400.0,3300.0,3500.0,4342
,,,,,,,,4343
81.3,65.6,3367.0,3100.0,3481.0,3200.0,2950.0,3700.0,4344
80.0,52.5,3207.0,3125.0,3280.0,3125.0,2625.0,3650.0,4345
96.6,87.9,3608.0,3100.0,3670.0,3200.0,3000.0,3700.0,4346
94.6,86.5,3412.0,3050.0,3595.0,3400.0,3000.0,4000.0,4347
95.8,85.9,3633.0,3600.0,3724.0,3600.0,3300.0,4200.0,4348
98.2,96.5,3507.0,3400.0,3741.0,3650.0,3600.0,3900.0,4349
86.4,69.5,3759.0,3800.0,3825.0,3800.0,3050.0,4160.0,4350
96.4,92.9,2883.0,2900.0,2890.0,2900.0,2800.0,3000.0,4351
94.1,92.1,3073.0,3050.0,3113.0,3088.0,2975.0,3250.0,4352
94.7,84.2,2713.0,2700.0,2829.0,2800.0,2500.0,3100.0,4353
89.9,87.3,3594.0,3600.0,3638.0,3600.0,3450.0,3800.0,4354
100.0,100.0,4146.0,4000.0,4175.0,4023.0,3600.0,4900.0,4355
91.7,85.4,3856.0,3800.0,3956.0,3850.0,3600.0,4210.0,4356
,,,,,,,,4357
94.6,92.2,3214.0,3000.0,3245.0,3000.0,3000.0,3200.0,4358
99.2,97.7,4391.0,4000.0,4456.0,4000.0,3600.0,4633.0,4359
92.6,84.3,3646.0,3500.0,3776.0,3500.0,3200.0,4000.0,4360
100.0,100.0,4536.0,4450.0,4572.0,4575.0,4200.0,4900.0,4361
95.3,88.4,3710.0,3625.0,3873.0,3800.0,3365.0,4280.0,4362
,,,,,,,,4363
77.5,66.2,3457.0,3500.0,3660.0,3500.0,3200.0,4000.0,4364
,,,,,,,,4365
91.6,86.0,3461.0,3500.0,3782.0,3600.0,3300.0,4200.0,4366
,,,,,,,,4367
96.5,96.5,3521.0,3400.0,3597.0,3500.0,3200.0,3816.0,4368
95.8,95.8,3749.0,3700.0,3865.0,3775.0,3400.0,4200.0,4369
,,,,,,,,4370
94.4,93.0,3970.0,3800.0,4062.0,4000.0,3500.0,4500.0,4371
92.7,91.0,3625.0,3500.0,3772.0,3600.0,3323.0,4000.0,4372
92.1,81.6,3388.0,3360.0,3485.0,3400.0,3000.0,3500.0,4373
,,,,,,,,4374
93.2,89.0,3724.0,3725.0,3800.0,3750.0,3500.0,4140.0,4375
93.3,90.0,3351.0,3300.0,3409.0,3350.0,3000.0,3640.0,4376
86.5,81.9,3457.0,3400.0,3650.0,3500.0,3200.0,4000.0,4377
85.6,81.1,3448.0,3500.0,3653.0,3500.0,3200.0,4000.0,4378
85.7,53.8,2930.0,2800.0,2986.0,3000.0,2600.0,3300.0,4379
86.4,76.3,3149.0,3150.0,3260.0,3500.0,3000.0,3518.0,4380
95.0,84.2,3085.0,3000.0,3166.0,3000.0,2750.0,3500.0,4381
90.1,84.0,3604.0,3500.0,3755.0,3536.0,3200.0,3959.0,4382
81.6,59.2,3051.0,3000.0,3124.0,3000.0,2600.0,3500.0,4383
74.4,56.4,3593.0,3500.0,3719.0,3500.0,3260.0,4150.0,4384
79.2,45.8,3074.0,3200.0,3091.0,3200.0,2900.0,3500.0,4385
80.0,76.0,3031.0,3000.0,3126.0,3000.0,2550.0,3500.0,4386
90.1,78.0,3316.0,3300.0,3355.0,3370.0,3000.0,3684.0,4387
80.6,71.0,3501.0,3350.0,3619.0,3350.0,3050.0,4018.0,4388
80.2,60.4,3275.0,3175.0,3374.0,3220.0,3000.0,3841.0,4389
80.1,67.0,3232.0,3200.0,3319.0,3250.0,3035.0,3650.0,4390
,,,,,,,,4391
90.9,81.8,2941.0,3000.0,2953.0,3000.0,2700.0,3100.0,4392
77.6,63.9,3205.0,3167.0,3427.0,3200.0,3000.0,3725.0,4393
76.2,57.1,3347.0,3440.0,3389.0,3440.0,3150.0,3900.0,4394
87.1,75.9,3661.0,3600.0,3744.0,3650.0,3360.0,4000.0,4395
96.3,83.3,3481.0,3500.0,3569.0,3600.0,3200.0,4000.0,4396
80.2,74.1,3468.0,3300.0,3576.0,3400.0,3025.0,3800.0,4397
100.0,99.2,3618.0,3750.0,3751.0,3800.0,3600.0,3806.0,4398
100.0,100.0,3600.0,3800.0,3738.0,3800.0,3600.0,4000.0,4399
87.0,61.1,3172.0,3200.0,3382.0,3300.0,3000.0,3600.0,4400
,,,,,,,,4401
83.7,56.6,3169.0,3070.0,3322.0,3200.0,2800.0,3600.0,4402
87.5,60.8,3290.0,3300.0,3377.0,3300.0,3000.0,3600.0,4403
98.7,97.5,2858.0,2850.0,2879.0,3000.0,2700.0,3000.0,4404
88.2,74.5,3459.0,3400.0,3526.0,3400.0,3200.0,3800.0,4405
100.0,100.0,4148.0,4050.0,4228.0,4050.0,4000.0,4450.0,4406
79.4,69.8,3357.0,3300.0,3444.0,3389.0,3280.0,3650.0,4407
89.9,84.1,3768.0,3700.0,4050.0,4000.0,3500.0,4300.0,4408
91.8,89.8,3520.0,3500.0,3627.0,3500.0,3300.0,3900.0,4409
91.0,83.4,3712.0,3600.0,3982.0,3700.0,3400.0,4546.0,4410
,,,,,,,,4411
88.9,74.6,3411.0,3300.0,3518.0,3400.0,3000.0,3868.0,4412
91.5,87.8,3889.0,3800.0,4051.0,3895.0,3600.0,4500.0,4413
88.6,86.4,3550.0,3600.0,3794.0,3600.0,3500.0,4305.0,4414
92.8,86.9,3684.0,3500.0,3877.0,3700.0,3300.0,4100.0,4415
97.3,92.6,5070.0,5000.0,5263.0,5500.0,4500.0,5840.0,4416
81.6,47.2,3146.0,3000.0,3289.0,3100.0,2900.0,3850.0,4417
87.3,72.8,3371.0,3300.0,3460.0,3400.0,3000.0,3725.0,4418
,,,,,,,,4419
96.6,93.2,3549.0,3500.0,3723.0,3650.0,3500.0,3900.0,4420
95.7,84.8,3633.0,3150.0,3732.0,3225.0,3000.0,3750.0,4421
96.6,90.9,4286.0,3800.0,4424.0,3895.0,3300.0,4748.0,4422
95.2,95.2,3209.0,3000.0,3522.0,3020.0,2700.0,3500.0,4423
97.6,95.3,3643.0,3100.0,3683.0,3200.0,3000.0,4000.0,4424
,,,,,,,,4425
,,,,,,,,4426
96.9,91.8,4577.0,4280.0,4658.0,4320.0,3900.0,5000.0,4427
,,,,,,,,4428
,,,,,,,,4429
98.4,95.3,4338.0,4375.0,4472.0,4458.0,4000.0,5000.0,4430
93.5,93.5,4432.0,4400.0,4499.0,4500.0,4000.0,5000.0,4431
,,,,,,,,4432
87.0,69.6,3309.0,3200.0,3371.0,3250.0,3000.0,3800.0,4433
89.0,84.6,3189.0,3040.0,3237.0,3060.0,3000.0,3300.0,4434
91.7,85.1,3295.0,3300.0,3372.0,3300.0,3000.0,3600.0,4435
,,,,,,,,4436
94.6,94.6,3230.0,3250.0,3469.0,3450.0,3300.0,3500.0,4437
98.0,98.0,3306.0,3350.0,3546.0,3550.0,3400.0,3750.0,4438
81.0,23.8,2000.0,1750.0,2100.0,1800.0,1500.0,2700.0,4439
90.5,81.1,4283.0,3600.0,4381.0,3630.0,3275.0,4642.0,4440
89.5,78.9,5017.0,4800.0,5136.0,4800.0,3600.0,6435.0,4441
88.6,84.3,4105.0,3800.0,4188.0,3975.0,3500.0,4900.0,4442
84.2,55.3,3371.0,3414.0,3385.0,3414.0,3000.0,3600.0,4443
86.7,86.7,3277.0,3300.0,3324.0,3300.0,3196.0,3500.0,4444
91.2,52.9,2854.0,2800.0,2861.0,2800.0,2600.0,3000.0,4445
